Server_Port  Client_Port  mean_IAT   mean_data_wire  mean_data_ip mean_data_control 
25	2449	0.000278	386.669903	370.66343	16.006472
25	2665	0.296282	164.75	148.90625	15.84375
25	3071	0.000506	388.025237	372.031546	15.993691
25	3296	0.29632	161.363636	145.393939	15.969697
25	3610	0.296444	145.354839	129.451613	15.903226
25	1405	0.272017	174.129032	158.096774	16.032258
25	1824	0.003476	387.828125	371.784375	16.04375
25	2059	0.272911	175.548387	159.612903	15.935484
25	2450	0.003751	387.271845	371.23301	16.038835
25	2666	0.2716	174.129032	158.096774	16.032258
25	3072	0.003877	387.578616	371.540881	16.037736
25	3297	0.396645	173.903226	157.870968	16.032258
25	3607	0.274233	151.354839	135.129032	16.225806
25	1406	0.274167	167.78125	151.625	16.15625
25	1826	0.007746	439.229091	423.810909	15.418182
25	2060	0.280078	171.129032	155.096774	16.032258
25	2451	0.004959	412.094595	396.351351	15.743243
25	2667	0.292746	164.515152	148.242424	16.272727
25	3073	0.008259	418.906897	403.251724	15.655172
25	3298	0.292833	171.032258	155	16.032258
25	3608	0.279029	151.433333	135.333333	16.1
25	1407	0.271115	160.558824	144.176471	16.382353
25	1827	0.000963	422.678322	407.062937	15.615385
25	2061	0.273429	163.484848	147.212121	16.272727
25	2452	0.000917	418.184397	402.524823	15.659574
25	2668	0.269601	163.606061	147.333333	16.272727
25	3074	0.000635	417.563574	401.893471	15.670103
25	3300	0.271533	166.625	150.46875	16.15625
25	3609	0.271331	150.433333	134.333333	16.1
25	1409	0.284219	149.555556	133.305556	16.25
25	3611	0.28639	129.944444	113.527778	16.416667
25	1410	0.271293	157.611111	141.361111	16.25
25	1830	0.000354	361.344388	345.017857	16.326531
2234	4036	0.210275	80.818182	62.818182	18
2234	4057	0.208505	112.090909	94.090909	18
2234	4100	0.241177	112.090909	94.090909	18
2234	4184	0.179387	112	94	18
2234	4062	0.620643	114.714286	97.857143	16.857143
2234	4062	0.52277	61	44	17
2234	4062	2.844924	60	40	20
2234	4086	0.06262	61	45	16
2234	4086	0.114839	61	44	17
2234	4086	0.114304	61	44	17
2234	4086	0.05805	60	40	20
2234	4148	0.660127	81.5	63.833333	17.666667
4662	3182	2.905644	78.25	61.5	16.75
4662	3516	2.421272	83.777778	67.777778	16
4662	3186	2.699793	83.058824	66.941176	16.117647
4662	3518	1.605133	84.352941	68.235294	16.117647
4662	3188	0.100702	83.944444	67.944444	16
4662	3520	0.101379	83.944444	67.944444	16
4662	3190	0.192572	82.631579	66.736842	15.894737
4662	3522	0.323591	123.894737	107.684211	16.210526
4662	3192	0.273331	115.095238	98.238095	16.857143
4662	3196	0.402643	86.407407	70.62963	15.777778
4662	3544	0.164755	106.375	91.625	14.75
4662	3544	0.18722	61	44	17
4662	3544	0.201849	104	88.5	15.5
8765	43063	0.004011	501.95	487.95	14
8765	42999	0.000457	516.444444	502.444444	14
8765	43772	0.008068	121.1	107.1	14
8765	43799	0.003392	293.75	279.75	14
8765	44412	0.002774	534.944444	520.944444	14
8765	45006	0.000517	551.454545	537.454545	14
8765	45074	0.000628	530.388889	516.388889	14
8765	45494	0.168488	641.1	627.1	14
8765	45992	0.00037	679.675	665.675	14
8765	46715	0.000394	508.444444	494.444444	14
8765	47214	0.014944	125.6	111.6	14
8765	47114	0.011488	504.05	490.05	14
53	1943	0.010668	60.571429	42.285714	18.285714
53	2035	0.007369	60.571429	42.285714	18.285714
53	2146	0.007306	60.571429	42.285714	18.285714
53	2218	0.007474	60.571429	42.285714	18.285714
53	2524	0.007432	60.571429	42.285714	18.285714
53	2621	0.007344	60.571429	42.285714	18.285714
53	24899	0.005805	76.5	58.9	17.6
53	24898	0.005798	76.5	58.9	17.6
53	24897	0.005861	76.5	58.9	17.6
53	27391	0.005452	76.5	58.9	17.6
53	27393	0.005391	76.5	58.9	17.6
80	20767	0.008271	136.4	118.4	18
80	20770	0.200613	261.823529	245.117647	16.705882
80	20771	0.002147	115.5	97.5	18
80	20768	0.001314	403.484848	387.727273	15.757576
80	20769	0.10601	255.125	238.25	16.875
80	20772	0.150609	149.363636	131.727273	17.636364
80	20773	0.154711	149.636364	132	17.636364
80	20774	0.150437	146.818182	129.181818	17.636364
80	20775	0.200666	156.916667	139.583333	17.333333
80	21089	0.16997	153.636364	136	17.636364
80	21060	0.001703	234.045455	218.318182	15.727273
80	21043	0.029285	135.928571	118.642857	17.285714
80	21107	0.002609	109.8	91.8	18
80	21234	0.150733	155	137.363636	17.636364
80	21303	0.002729	115.7	97.7	18
80	21283	0.062917	125.769231	108.230769	17.538462
80	64908	0.115881	154.909091	140.909091	14
80	64911	0.110486	146.333333	132.333333	14
80	64910	0.113977	147.181818	133.181818	14
80	64905	0.113723	154	140	14
80	64904	0.116524	185.818182	171.818182	14
80	7453	0.11401	153.636364	139.636364	14
80	7452	0.116742	168.272727	154.272727	14
80	7455	0.084779	175.25	161.25	14
80	7454	0.081311	154.083333	140.083333	14
80	7449	0.089522	168.666667	154.666667	14
80	7448	0.117472	163.909091	149.909091	14
80	7451	0.081667	141.5	127.5	14
80	7461	0.116913	185.454545	171.454545	14
80	7450	0.119225	162.272727	148.272727	14
80	49697	0.16317	132.5	114.9	17.6
80	49668	0.135862	118.916667	101.416667	17.5
80	49721	0.165331	126.8	109.2	17.6
80	49821	0.151995	134.6	117	17.6
80	49852	0.09719	118.416667	100.916667	17.5
80	49780	0.001579	127.363636	110.090909	17.272727
80	49877	0.152912	131.9	114.3	17.6
80	49793	0.107759	125.833333	108.333333	17.5
80	49752	0.156832	128	110.4	17.6
